OID_,VALUE,X,Y,PPT,CWE
102,0,-292500.000000000000000,367500.000000000000000,535.961775257999989,0.012332754209600
103,0,-277500.000000000000000,367500.000000000000000,492.366909254999996,0.006170184817170
104,0,-262500.000000000000000,367500.000000000000000,332.075327936999997,0.005008851643650
105,0,-247500.000000000000000,367500.000000000000000,551.945659320999994,0.007623965851960
106,0,-232500.000000000000000,367500.000000000000000,255.071880582000006,0.020517874509100
107,0,-217500.000000000000000,367500.000000000000000,431.512459745000001,0.036497540772000
108,0,-202500.000000000000000,367500.000000000000000,456.982092462000026,0.017987886443700
109,0,-187500.000000000000000,367500.000000000000000,459.509375024999997,0.029466480016700
110,0,-172500.000000000000000,367500.000000000000000,477.681013176000022,0.016394603997500
111,0,-157500.000000000000000,367500.000000000000000,443.958064901000000,0.026847083121500
112,0,-142500.000000000000000,367500.000000000000000,317.754568354000014,0.017478378489600
113,0,-127500.000000000000000,367500.000000000000000,276.910881146000008,0.004697951953860
114,0,-82500.000000000000000,367500.000000000000000,232.462996957000001,0.015671670436900
115,0,-67500.000000000000000,367500.000000000000000,279.345572795999999,0.005599846597760
116,0,-37500.000000000000000,367500.000000000000000,190.571968985000012,0.004476536996660
117,0,-7500.000000000000000,367500.000000000000000,152.593114990000004,0.009138486348090
118,0,-352500.000000000000000,352500.000000000000000,0.000000000000000,0.038638480007600
119,0,-337500.000000000000000,352500.000000000000000,941.822293959000035,0.012759854085700
120,0,-322500.000000000000000,352500.000000000000000,1016.284874820000027,0.007769611198460
121,0,-307500.000000000000000,352500.000000000000000,517.935995094999953,0.018700452521400
122,0,-292500.000000000000000,352500.000000000000000,1074.721574890000056,0.018483333289600
123,0,-277500.000000000000000,352500.000000000000000,556.210620805999952,0.016350364312500
124,0,-262500.000000000000000,352500.000000000000000,351.786514558000022,0.010272457264400
125,0,-247500.000000000000000,352500.000000000000000,689.635009923999974,0.017502728849600
126,0,-232500.000000000000000,352500.000000000000000,567.725631215000021,0.021795861423000
127,0,-217500.000000000000000,352500.000000000000000,501.484244387999979,0.016721101477700
128,0,-202500.000000000000000,352500.000000000000000,587.197615964999954,0.017096862196900
129,0,-187500.000000000000000,352500.000000000000000,621.397056317999954,0.067374423146200
130,0,-172500.000000000000000,352500.000000000000000,579.788571745000013,0.016129031777400
131,0,-157500.000000000000000,352500.000000000000000,644.387852460999966,0.015625000000000
132,0,-142500.000000000000000,352500.000000000000000,330.045258902999990,0.018462393432900
133,0,-127500.000000000000000,352500.000000000000000,250.117419159000008,0.004697951953860
134,0,-97500.000000000000000,352500.000000000000000,208.142802455999998,0.004633141215890
135,0,-82500.000000000000000,352500.000000000000000,191.611484104999988,0.019049316644700
136,0,-67500.000000000000000,352500.000000000000000,259.124576185000024,0.005586592014880
137,0,-52500.000000000000000,352500.000000000000000,227.936956968000004,0.005675320513550
138,0,-37500.000000000000000,352500.000000000000000,236.566964476999999,0.023219006136100
139,0,-22500.000000000000000,352500.000000000000000,327.648060111999996,0.009948331862690
140,0,-7500.000000000000000,352500.000000000000000,234.380165454000007,0.012820512987700
141,0,-352500.000000000000000,337500.000000000000000,0.000000000000000,0.019540037959800
142,0,-337500.000000000000000,337500.000000000000000,593.348805318000018,0.010934505611700
143,0,-322500.000000000000000,337500.000000000000000,745.296944478000000,0.004834591876720
144,0,-307500.000000000000000,337500.000000000000000,581.349728746999972,0.006284064147620
145,0,-292500.000000000000000,337500.000000000000000,517.574304635999965,0.013495504856100
146,0,-277500.000000000000000,337500.000000000000000,394.992207833999998,0.008170468732710
147,0,-262500.000000000000000,337500.000000000000000,449.009202018999986,0.004048440139740
148,0,-247500.000000000000000,337500.000000000000000,719.065043693000007,0.031116034835600
149,0,-232500.000000000000000,337500.000000000000000,503.078728291999994,0.028393276035800
150,0,-217500.000000000000000,337500.000000000000000,479.418849142999989,0.003400595858690
151,0,-202500.000000000000000,337500.000000000000000,615.690654092000045,0.016257911920500
152,0,-187500.000000000000000,337500.000000000000000,574.050178339000013,0.002118644071740
153,0,-172500.000000000000000,337500.000000000000000,659.003550234000045,0.012174395844300
154,1,-157500.000000000000000,337500.000000000000000,644.689694543999963,0.564224123955000
155,0,-142500.000000000000000,337500.000000000000000,380.588626632000000,0.094315230846400
156,0,-127500.000000000000000,337500.000000000000000,224.527014968000003,0.004625746980310
157,0,-112500.000000000000000,337500.000000000000000,206.082326384999988,0.045875813812000
158,0,-97500.000000000000000,337500.000000000000000,215.270307687000013,0.020596882328400
159,0,-82500.000000000000000,337500.000000000000000,229.351126469999997,0.010265630669900
160,0,-37500.000000000000000,337500.000000000000000,164.768353905999987,0.016121979802800
161,0,-352500.000000000000000,322500.000000000000000,0.000000000000000,0.066541664302300
162,0,-337500.000000000000000,322500.000000000000000,501.439772081999990,0.021855965256700
163,0,-322500.000000000000000,322500.000000000000000,713.289441767999961,0.014275546185700
164,0,-307500.000000000000000,322500.000000000000000,611.242428276000055,0.003362428629770
165,0,-292500.000000000000000,322500.000000000000000,423.366855425999972,0.009827252477410
166,0,-262500.000000000000000,322500.000000000000000,348.201015069999983,0.005161191802470
167,0,-247500.000000000000000,322500.000000000000000,496.033648657000015,0.032840717583900
168,0,-232500.000000000000000,322500.000000000000000,376.734979377999991,0.019062915816900
169,0,-202500.000000000000000,322500.000000000000000,574.261282474000041,0.001850702217780
170,0,-187500.000000000000000,322500.000000000000000,589.788455050000039,0.006534989923240
171,0,-172500.000000000000000,322500.000000000000000,647.466184925999983,0.010393450968000
172,0,-157500.000000000000000,322500.000000000000000,626.693394623000017,0.025316199287800
173,0,-142500.000000000000000,322500.000000000000000,322.742686446999983,0.019746737554700
174,0,-127500.000000000000000,322500.000000000000000,215.111715634999996,0.034548655152300
175,0,-52500.000000000000000,322500.000000000000000,165.991484058999987,0.250000000000000
176,0,-37500.000000000000000,322500.000000000000000,183.222703767000013,0.117465287447000
177,0,-367500.000000000000000,307500.000000000000000,0.000000000000000,0.027777777984700
178,0,-352500.000000000000000,307500.000000000000000,430.834139918000005,0.009472519159320
179,0,-337500.000000000000000,307500.000000000000000,539.622581781000008,0.011761559173500
180,0,-322500.000000000000000,307500.000000000000000,649.232197778999989,0.009565691463650
181,0,-307500.000000000000000,307500.000000000000000,676.499055975000033,0.016674386337400
182,0,-292500.000000000000000,307500.000000000000000,477.799099845000001,0.002601415384560
183,0,-277500.000000000000000,307500.000000000000000,314.952028401999996,0.004833367187530
184,0,-262500.000000000000000,307500.000000000000000,355.747787800000026,0.006519595626740
185,0,-247500.000000000000000,307500.000000000000000,341.065637055000025,0.018757067620800
186,0,-232500.000000000000000,307500.000000000000000,355.200353706999977,0.008347893133760
187,0,-217500.000000000000000,307500.000000000000000,491.853418947000023,0.008788599632680
188,0,-202500.000000000000000,307500.000000000000000,541.324036350000029,0.031601548194900
189,0,-187500.000000000000000,307500.000000000000000,504.637027934999992,0.001579881063660
190,0,-172500.000000000000000,307500.000000000000000,486.064688939999996,0.043006662279400
191,0,-157500.000000000000000,307500.000000000000000,575.744559983000045,0.025349546223900
192,0,-142500.000000000000000,307500.000000000000000,512.090898037999978,0.004349730443210
193,0,-127500.000000000000000,307500.000000000000000,253.601087734000004,0.027441902086100
194,0,-97500.000000000000000,307500.000000000000000,296.901329933000000,0.076047264039500
195,0,-67500.000000000000000,307500.000000000000000,198.222667731999991,0.023527577519400
196,0,-52500.000000000000000,307500.000000000000000,183.711975999999993,0.014277258887900
197,0,-37500.000000000000000,307500.000000000000000,165.691480332999987,0.079007081687500
198,0,-22500.000000000000000,307500.000000000000000,137.015602988000012,0.008020694367590
199,0,-367500.000000000000000,292500.000000000000000,409.374074485999984,0.019838625565200
200,0,-352500.000000000000000,292500.000000000000000,387.688333950000015,0.006300893612210
201,0,-337500.000000000000000,292500.000000000000000,497.505862691000004,0.027375303208800
202,0,-277500.000000000000000,292500.000000000000000,341.368829231000007,0.007648818194870
203,0,-262500.000000000000000,292500.000000000000000,388.389734110999996,0.036083411425400
204,0,-247500.000000000000000,292500.000000000000000,283.503209989000027,0.008212951943280
205,0,-232500.000000000000000,292500.000000000000000,440.883523351999997,0.046489246189600
206,0,-217500.000000000000000,292500.000000000000000,563.371415992000038,0.025663202628500
207,0,-202500.000000000000000,292500.000000000000000,391.612930315000028,0.010423223488000
208,0,-187500.000000000000000,292500.000000000000000,329.372878636999985,0.007776357233520
209,0,-157500.000000000000000,292500.000000000000000,409.375558682000019,0.007987977005540
210,0,-142500.000000000000000,292500.000000000000000,506.589175527999998,0.005404525902120
211,0,-127500.000000000000000,292500.000000000000000,343.554470299999991,0.017486657947300
212,0,-112500.000000000000000,292500.000000000000000,291.869292355000027,0.017693560570500
213,0,-97500.000000000000000,292500.000000000000000,268.750822012000015,0.022779636085000
214,0,-82500.000000000000000,292500.000000000000000,229.348326622999991,0.019337585195900
215,0,-67500.000000000000000,292500.000000000000000,178.726203892999990,0.012651433236900
216,0,-52500.000000000000000,292500.000000000000000,193.457668984000009,0.012124509550600
217,0,-37500.000000000000000,292500.000000000000000,151.371849553000004,0.239709779620000
218,0,-22500.000000000000000,292500.000000000000000,123.585211395000002,0.007810347713530
219,0,-367500.000000000000000,277500.000000000000000,642.532932848999963,0.008130080997940
220,0,-352500.000000000000000,277500.000000000000000,671.421285222000051,0.027544775977700
221,0,-337500.000000000000000,277500.000000000000000,449.886282014000017,0.009743877686560
222,0,-322500.000000000000000,277500.000000000000000,556.378931844000022,0.006436686497180
223,0,-307500.000000000000000,277500.000000000000000,602.466769385000021,0.007092198356990
224,0,-292500.000000000000000,277500.000000000000000,550.472707386000025,0.003937007859350
225,0,-277500.000000000000000,277500.000000000000000,424.743495333999988,0.005066688638180
226,0,-262500.000000000000000,277500.000000000000000,428.371183557999984,0.007182195317000
227,0,-217500.000000000000000,277500.000000000000000,369.509983671999976,0.010857798159100
228,0,-202500.000000000000000,277500.000000000000000,319.670216042999982,0.009401408024130
229,0,-187500.000000000000000,277500.000000000000000,281.773211570999990,0.007692353334280
230,0,-172500.000000000000000,277500.000000000000000,336.883305792999977,0.021809116005900
231,0,-157500.000000000000000,277500.000000000000000,432.558644862999984,0.038948453962800
232,0,-142500.000000000000000,277500.000000000000000,449.372395041000004,0.017515195533600
233,0,-127500.000000000000000,277500.000000000000000,870.861145142000055,0.030596172437100
234,0,-112500.000000000000000,277500.000000000000000,566.480724966000025,0.007515702396630
235,0,-97500.000000000000000,277500.000000000000000,403.770799271999977,0.013276191428300
236,0,-82500.000000000000000,277500.000000000000000,300.346407473999989,0.020558493211900
237,0,-67500.000000000000000,277500.000000000000000,240.603937825000003,0.002275994047520
238,0,-37500.000000000000000,277500.000000000000000,143.846422735999994,0.032616022974300
239,0,-22500.000000000000000,277500.000000000000000,102.685264524000004,0.009193523786960
240,0,-367500.000000000000000,262500.000000000000000,644.699107404999950,0.019963130354900
241,0,-352500.000000000000000,262500.000000000000000,871.784842909999952,0.027704210951900
242,0,-337500.000000000000000,262500.000000000000000,566.600175211999954,0.019418012350800
243,0,-322500.000000000000000,262500.000000000000000,544.823371278999957,0.016912581399100
244,0,-307500.000000000000000,262500.000000000000000,595.351797486999999,0.003258324926720
245,0,-292500.000000000000000,262500.000000000000000,449.780291852999994,0.010177473537600
246,0,-277500.000000000000000,262500.000000000000000,514.355507901999999,0.010938152670900
247,0,-247500.000000000000000,262500.000000000000000,295.011659370000018,0.007632953580470
248,0,-202500.000000000000000,262500.000000000000000,237.429205617000008,0.004248744808140
249,0,-187500.000000000000000,262500.000000000000000,244.804711206999997,0.017850480973700
250,0,-172500.000000000000000,262500.000000000000000,279.363584516999993,0.007849340327080
251,0,-157500.000000000000000,262500.000000000000000,324.391152353999985,0.085640519857400
252,0,-142500.000000000000000,262500.000000000000000,518.756593843000019,0.025640001520500
253,0,-127500.000000000000000,262500.000000000000000,543.741418234999969,0.048945482820300
254,0,-112500.000000000000000,262500.000000000000000,419.240200243000004,0.006201244425030
255,0,-97500.000000000000000,262500.000000000000000,372.096977658000014,0.070469081401800
256,0,-82500.000000000000000,262500.000000000000000,309.361519231999978,0.003479461185630
257,0,-67500.000000000000000,262500.000000000000000,196.833499413999988,0.004132231231780
258,0,-52500.000000000000000,262500.000000000000000,153.848233445999995,0.008634553290900
259,0,-37500.000000000000000,262500.000000000000000,134.700210588000004,0.054651647806200
260,0,-22500.000000000000000,262500.000000000000000,115.756691317999994,0.008104141801600
261,0,-352500.000000000000000,247500.000000000000000,1325.368224629999986,0.011940751224800
262,0,-337500.000000000000000,247500.000000000000000,786.165557551000006,0.005943601485340
263,0,-322500.000000000000000,247500.000000000000000,495.963312025999983,0.014183026738500
264,0,-307500.000000000000000,247500.000000000000000,441.136348688999988,0.019484555348800
265,0,-292500.000000000000000,247500.000000000000000,567.481414661000031,0.008230923675000
266,0,-247500.000000000000000,247500.000000000000000,405.218617009000013,0.010906504467100
267,0,-187500.000000000000000,247500.000000000000000,213.260172747000013,0.022408513352300
268,0,-127500.000000000000000,247500.000000000000000,537.403508472999988,0.007249753922220
269,0,-112500.000000000000000,247500.000000000000000,358.050253950000013,0.006545454729350
270,0,-97500.000000000000000,247500.000000000000000,313.677029417000028,0.011990162544000
271,0,-82500.000000000000000,247500.000000000000000,302.078660094999975,0.005284224636850
272,0,-52500.000000000000000,247500.000000000000000,244.162310281999993,0.001893939450380
273,0,-37500.000000000000000,247500.000000000000000,141.929595567000007,0.020781621336900
274,0,-22500.000000000000000,247500.000000000000000,116.971872434999995,0.066701680421800
275,0,-352500.000000000000000,232500.000000000000000,0.000000000000000,0.005680617410690
276,0,-337500.000000000000000,232500.000000000000000,719.668520582000042,0.007062722928820
277,0,-322500.000000000000000,232500.000000000000000,547.727790355000025,0.020092761144000
278,0,-307500.000000000000000,232500.000000000000000,587.455700131999947,0.020545314997400
279,0,-292500.000000000000000,232500.000000000000000,555.453931792000049,0.005208333488550
280,0,-262500.000000000000000,232500.000000000000000,636.933650238000041,0.020459601655600
281,0,-247500.000000000000000,232500.000000000000000,448.635208657000021,0.001265822793360
282,0,-232500.000000000000000,232500.000000000000000,300.481564854999988,0.001265822793360
283,0,-217500.000000000000000,232500.000000000000000,231.073639243999992,0.002596732461830
284,0,-187500.000000000000000,232500.000000000000000,205.220599047000007,0.013870522379900
285,0,-157500.000000000000000,232500.000000000000000,378.388506794000023,0.002118644071740
286,0,-127500.000000000000000,232500.000000000000000,580.329126068000051,0.007093112915750
287,0,-112500.000000000000000,232500.000000000000000,526.486008173999949,0.002245670882980
288,0,-97500.000000000000000,232500.000000000000000,358.321711000999983,0.011191648431100
289,0,-82500.000000000000000,232500.000000000000000,343.597359840000024,0.009739657863970
290,0,-67500.000000000000000,232500.000000000000000,312.276653370000020,0.002601415384560
291,0,-52500.000000000000000,232500.000000000000000,235.177903899999990,0.004000000189990
292,0,-37500.000000000000000,232500.000000000000000,210.819918250000001,0.004787949379530
293,0,-22500.000000000000000,232500.000000000000000,134.961440871999997,0.003624003380540
294,0,-7500.000000000000000,232500.000000000000000,115.544565133999996,0.010106799192700
295,0,-337500.000000000000000,217500.000000000000000,0.000000000000000,0.017617862671600
296,0,-322500.000000000000000,217500.000000000000000,558.447157294000021,0.005405426025390
297,0,-307500.000000000000000,217500.000000000000000,642.463741646000017,0.009090908803050
298,0,-292500.000000000000000,217500.000000000000000,482.863153011000009,0.066666670143600
299,0,-262500.000000000000000,217500.000000000000000,686.030806665999989,0.005694907158610
300,0,-247500.000000000000000,217500.000000000000000,431.794991029000016,0.002597402548420
301,0,-217500.000000000000000,217500.000000000000000,202.176341662999988,0.002824051072820
302,0,-172500.000000000000000,217500.000000000000000,198.579829611999997,0.019395977258700
303,0,-127500.000000000000000,217500.000000000000000,638.410345598000049,0.018283747136600
304,0,-112500.000000000000000,217500.000000000000000,727.119395573000020,0.009975560009480
305,0,-97500.000000000000000,217500.000000000000000,458.162139529000001,0.078497998416400
306,0,-82500.000000000000000,217500.000000000000000,341.869817092999995,0.026464901864500
307,0,-67500.000000000000000,217500.000000000000000,408.248829752999995,0.021615462377700
308,0,-52500.000000000000000,217500.000000000000000,354.915096396000024,0.002430664608260
309,0,-37500.000000000000000,217500.000000000000000,230.270817859999994,0.009019081480800
310,0,-22500.000000000000000,217500.000000000000000,159.127341163000011,0.006369426846500
311,0,-7500.000000000000000,217500.000000000000000,158.950399379999993,0.033592402935000
312,0,-322500.000000000000000,202500.000000000000000,562.636152070999970,0.005434782709930
313,0,-307500.000000000000000,202500.000000000000000,572.460414452000009,0.009963062591850
314,0,-292500.000000000000000,202500.000000000000000,438.802636484000004,0.001579881063660
315,0,-277500.000000000000000,202500.000000000000000,329.073963730000003,0.016136571764900
316,0,-262500.000000000000000,202500.000000000000000,374.275400385000012,0.009366984479130
317,0,-247500.000000000000000,202500.000000000000000,307.184190810000018,0.017870876938100
318,0,-232500.000000000000000,202500.000000000000000,280.031623109999998,0.008715481497350
319,0,-172500.000000000000000,202500.000000000000000,205.382372911000004,0.032511763274700
320,0,-157500.000000000000000,202500.000000000000000,257.260168584999974,0.024606522172700
321,0,-142500.000000000000000,202500.000000000000000,442.452259258000026,0.043114028871100
322,0,-127500.000000000000000,202500.000000000000000,629.923008395000011,0.013430460356200
323,0,-112500.000000000000000,202500.000000000000000,738.592012686999965,0.009672580286860
324,0,-97500.000000000000000,202500.000000000000000,739.331259282000019,0.022367542609600
325,0,-82500.000000000000000,202500.000000000000000,560.558716613000001,0.083483256399600
326,0,-67500.000000000000000,202500.000000000000000,483.619331504000002,0.009799548424780
327,0,-52500.000000000000000,202500.000000000000000,339.383873085000005,0.015998207032700
328,0,-37500.000000000000000,202500.000000000000000,215.493923157000012,0.023827333003300
329,0,-22500.000000000000000,202500.000000000000000,173.101173267999997,0.013260600157100
330,0,-7500.000000000000000,202500.000000000000000,149.239115048000002,0.043611958622900
331,0,-322500.000000000000000,187500.000000000000000,456.957820882000021,0.003321083495390
332,0,-307500.000000000000000,187500.000000000000000,648.245793199999980,0.005200957413760
333,0,-292500.000000000000000,187500.000000000000000,523.129209954999965,0.011595917865600
334,0,-277500.000000000000000,187500.000000000000000,392.478550057999996,0.002778834197670
335,0,-262500.000000000000000,187500.000000000000000,410.405301678999990,0.004204339813440
336,0,-247500.000000000000000,187500.000000000000000,396.659355407000021,0.020635958761000
337,0,-232500.000000000000000,187500.000000000000000,269.250699418000011,0.004630357492720
338,0,-217500.000000000000000,187500.000000000000000,172.081603496000014,0.001893939450380
339,0,-202500.000000000000000,187500.000000000000000,166.872415289000003,0.024390242993800
340,0,-187500.000000000000000,187500.000000000000000,174.702691713000007,0.006941416766490
341,0,-172500.000000000000000,187500.000000000000000,197.883989786000001,0.021523565053900
342,0,-157500.000000000000000,187500.000000000000000,228.629277191999989,0.011915734037800
343,0,-142500.000000000000000,187500.000000000000000,336.845644492000019,0.008449308574200
344,0,-127500.000000000000000,187500.000000000000000,474.719097759000022,0.005700854118910
345,0,-112500.000000000000000,187500.000000000000000,599.186704555999995,0.005290365312250
346,0,-97500.000000000000000,187500.000000000000000,718.378282475999981,0.004034619778390
347,0,-82500.000000000000000,187500.000000000000000,706.874643550999963,0.006412466987970
348,0,-67500.000000000000000,187500.000000000000000,651.288691546999985,0.016311094164800
349,0,-52500.000000000000000,187500.000000000000000,489.525752362999981,0.039490696042800
350,0,-37500.000000000000000,187500.000000000000000,245.935421391999995,0.012174400501000
351,0,-22500.000000000000000,187500.000000000000000,184.983611109999998,0.024266319349400
352,0,-7500.000000000000000,187500.000000000000000,151.800588390000001,0.041291132569300
353,0,-322500.000000000000000,172500.000000000000000,388.886820322000005,0.062045406550200
354,0,-292500.000000000000000,172500.000000000000000,469.781300962999978,0.013810274191200
355,0,-247500.000000000000000,172500.000000000000000,432.237383506000015,0.006612163502720
356,0,-232500.000000000000000,172500.000000000000000,296.907476240999983,0.001265822793360
