cwe,richness,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,L1.name,L2.name,L3.name,geometry
0.333333333,1,7.85604190826416,16.60466766357422,-0.36383333802223206,373,49,10,42.80795669555664,144,40,46,137,13.93041706085205,42.0439338684082,694.615478515625,27.128000259399418,-6.005000114440918,33.132999420166016,0.4453332722187042,16.428667068481445,Northwestern forested mountains,Western cordillera,Eastern cascades slopes and foothills,"c(-37500, 442500)"
0.015037564,17,7.011083126068115,16.043333053588867,-1.0729999542236328,427,52,12,39.773826599121094,155,46,46,145,13.895999908447266,41.9641227722168,703.2955322265625,26.59600067138672,-6.51800012588501,33.1140022277832,-0.25150004029273987,16.043333053588867,Northwestern forested mountains,Western cordillera,Eastern cascades slopes and foothills,"c(-22500, 442500)"
0.01539515,7,5.285416603088379,14.53933334350586,-2.5929999351501465,467,55,14,36.32698822021485,161,54,54,148,12.940166473388672,40.12081527709961,702.2679443359375,24.725000381469727,-7.527999877929688,32.25299835205078,-1.4831665754318235,14.53933334350586,Northwestern forested mountains,Western cordillera,Eastern cascades slopes and foothills,"c(-7500, 442500)"
0.010680689,26,11.979217529296877,15.374796867370604,8.811991691589355,1940,323,11,73.676513671875,931,76,92,874,8.725508689880371,56.37788009643555,271.26715087890625,19.904878616333008,4.428048610687256,15.476829528808594,9.127439498901367,15.120121955871582,Marine west coast forest,Marine west coast forest,Coast range,"c(-352500, 427500)"
0.015389384,28,11.525833129882812,16.409500122070312,7.353333473205566,2088,363,10,77.969024658203125,1036,69,84,975,11.185500144958496,54.211700439453125,374.57470703125,23.395999908447266,2.763000011444092,20.632999420166016,7.659667015075684,15.896333694458008,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-337500, 427500)"
0.008114144,10,10.318583488464355,16.36750030517578,5.744666576385498,1807,326,10,79.07659912109375,917,62,76,865,13.228833198547363,53.221893310546875,445.1626892089844,25.80699920654297,0.9509999752044678,24.85599899291992,6.104000091552734,15.768333435058594,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-322500, 427500)"
0.017065706,32,8.703457832336426,15.07783317565918,4.13100004196167,1683,302,12,76.62335968017578,845,68,80,794,13.078916549682615,51.02772521972656,463.2375183105469,24.621000289916992,-1.0099999904632568,25.631000518798828,4.566166877746582,14.37833309173584,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-307500, 427500)"
0.011093668,2,8.65999984741211,15.881166458129885,2.997833251953125,1511,269,11,75.83129119873047,754,64,73,708,13.758166313171388,49.41692733764648,534.90521240234375,26.23900032043457,-1.6019999980926514,27.840999603271484,3.446333408355713,15.28950023651123,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-292500, 427500)"
0.006750547,3,11.800000190734863,19.734498977661133,4.597166538238525,1169,215,7,82.629730224609375,613,40,51,590,16.24016571044922,49.15751266479492,624.138427734375,32.11399841308594,-0.9229999780654908,33.0369987487793,4.9608330726623535,19.659000396728516,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-277500, 427500)"
0.029627932,16,9.673500061035156,17.62649917602539,2.868499994277954,967,174,9,75.15091705322266,491,49,54,463,15.292499542236328,48.16383743286133,609.43603515625,29.288999557495117,-2.461999893188477,31.750999450683594,3.299833297729492,17.311832427978516,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-262500, 427500)"
0.001265823,1,10.015625,18.32633399963379,2.692999839782715,739,133,9,73.10448455810547,375,45,46,353,15.917583465576172,47.542137145996094,644.869384765625,30.520000457763672,-2.9609999656677246,33.48099899291992,3.115833282470703,18.10533332824707,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-247500, 427500)"
0.012210475,19,10.326749801635742,18.885833740234375,2.6560001373291016,624,109,10,68.2287826538086,308,44,44,286,16.118000030517578,47.010440826416016,669.5018310546875,31.125999450683594,-3.1600000858306885,34.2859992980957,3.051333427429199,18.885833740234375,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-232500, 427500)"
0.010687942,15,9.3248748779296875,17.863832473754883,1.919166684150696,678,115,11,64.77371978759766,324,50,50,298,15.550415992736816,46.49271011352539,659.262451171875,29.632999420166016,-3.813999891281128,33.446998596191406,2.3338334560394287,17.863832473754883,Northwestern forested mountains,Western cordillera,Klamath mountains,"c(-217500, 427500)"
0.01059294,10,11.484416961669922,20.901500701904297,3.0326666831970215,510,84,9,61.80523681640625,242,42,42,219,17.093666076660156,45.92355728149414,740.49237060546875,33.65800094604492,-3.563999891281128,37.22200012207031,3.302500009536743,20.901500701904297,Northwestern forested mountains,Western cordillera,Eastern cascades slopes and foothills,"c(-202500, 427500)"
0.033583682,6,6.981166839599609,15.393500328063965,-0.12016669660806656,726,118,11,60.608402252197266,331,55,55,303,14.710000038146973,45.56295394897461,641.60906982421875,26.608999252319336,-5.676000118255615,32.28499984741211,0.45100000500679016,15.393500328063965,Northwestern forested mountains,Western cordillera,Cascades,"c(-187500, 427500)"
0.046532677,69,8.092499732971191,17.27983283996582,-0.42450007796287537,369,58,9,50.89452362060547,161,39,39,140,16.827499389648438,44.89608001708984,724.82269287109375,30.15399932861328,-7.327000141143799,37.48099899291992,0.19916653633117676,17.27983283996582,Northwestern forested mountains,Western cordillera,Eastern cascades slopes and foothills,"c(-172500, 427500)"
